Market:;XETR
Date Last Update:;15.05.2026
Product Status;Instrument Status;Instrument;ISIN;Product ID;Instrument ID;WKN;Mnemonic;MIC Code;CCP eligible Code;Trading Model Type;Product Assignment Group;Product Assignment Group Description;Designated Sponsor Member ID;Designated Sponsor;Price Range Value;Price Range Percentage;Minimum Quote Size;Instrument Type;Tick Size 1;Upper Price Limit Max;Tick Size 2;Upper Price Limit 2;Tick Size 3;Upper Price Limit 3;Tick Size 4;Upper Price Limit 4;Tick Size 5;Upper Price Limit 5;Tick Size 6;Upper Price Limit 6;Tick Size 7;Upper Price Limit 7;Tick Size 8;Upper Price Limit 8;Tick Size 9;Upper Price Limit 9;Tick Size 10;Upper Price Limit 10;Tick Size 11;Upper Price Limit 11;Tick Size 12;Upper Price Limit 12;Tick Size 13;Upper Price Limit 13;Tick Size 14;Upper Price Limit 14;Tick Size 15;Upper Price Limit 15;Tick Size 16;Upper Price Limit 16;Tick Size 17;Upper Price Limit 17;Tick Size 18;Upper Price Limit 18;Tick Size 19;Upper Price Limit 19;Tick Size 20;Upper Price Limit 20;Number of Decimal Digits;Unit of Quotation;Market Segment;Market Segment Supplement;Clearing Location;Primary Market MIC Code;Reporting Market;Settlement Period;Settlement Currency;Closed Book Indicator;Market Imbalance Indicator;CUM/EX Indicator;Minimum Iceberg Total Volume;Minimum Iceberg Display Volume;EMDI Incremental A - Unnetted;EMDI Incremental A - Unnetted Port;EMDI Incremental B - Unnetted;EMDI Incremental B - Unnetted Port;EMDI Snapshot A - Unnetted;EMDI Snapshot A - Unnetted Port;EMDI Snapshot B - Unnetted;EMDI Snapshot B - Unnetted Port;EMDI Market Depth - Unnetted;EMDI Snapshot Recovery Time Interval - Unnetted;MDI Address A - Netted;MDI Port A - Netted;MDI Address B - Netted;MDI Port B - Netted;MDI Market Depth - Netted;MDI Market Depth Time Interval - Netted;MDI Recovery Time Interval - Netted;EOBI Incremental A;EOBI Incremental Port A;EOBI Incremental B;EOBI Incremental Port B;EOBI Snapshot A;EOBI Snapshot Port A;EOBI Snapshot B;EOBI Snapshot Port B;Market Maker Member ID;Market Maker;Regulatory Liquid Instrument;Pre-trade LIS Value;Partition ID;Multi CCP-eligible;Tick Size Band;Security Sub Type;Issue Date;Underlying;Maturity Date;Flat Indicator;Coupon Rate;Previous Coupon Payment Date;Next Coupon Payment Date;Pool Factor;Indexation Coefficient;Accrued Interest Calculation Method;Country Of Issue;Minimum Tradable Unit;In-Subscription;Strike Price;Minimum Order Quantity;Off-Book Reporting Market;Instrument Auction Type;Specialist Member ID;Specialist;Liquidity Provider User Group;Specialist User Group;Quoting Period Start;Quoting Period End;Currency;Warrant Type;First Trading Date;Last Trading Date;Deposit Type;Single Sided Quote Support;Liquidity Class;Cover Indicator;VolatilityCorridorOpeningAuction;VolatilityCorridorIntradayAuction;VolatilityCorridorClosingAuction;VolatilityCorridorContinuous;DisableOnBookTrading;Maximum Order Quantity;Maximum Order Value;Security Classification Value;MidpointTrading;Midpoint Execution VenueID;FixedAbsVolaInterruptionLimit;FloatAbsVolaInterruptionLimit;FixedPctVolaInterruptionLimit;FloatPctVolaInterruptionLimit;Cross Match Instruction Default;VolatilityCorridorRetailAuction
Active;Active;GL XETF-GLXECOM DLA;IE00BMH5XY61;432883;7025994;000A2QPBX;E61Z;XETR;Y;Continuous;FON0;EXCHANGE TRADED FUNDS - PASSIV;GHCAT#VFIDB#;GHCO Europe Investment Services#VIRTU FINANCIAL IRELAND LIMITED#;;1.5;4500;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BUBON;XDUB;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.16;59000;224.0.163.16;59000;10;500;20000;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;BALFR#WEBAM;BAADER BANK AG#WEBB TRADERS BV;N;3000000.00000000;59;N;ESMA_LB6;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2021-11-18;;AUSLANDSKASSENVEREIN;SSQ_ON_ENTRY_ALLOWED;;;4;10;16;22;N;10556621;121000000;1;0;;;;;;2;56
Active;Active;GL X ETF-GXDCRSDI DLA;IE00BMH5Y327;442734;7121506;000A2QPB0;V9N;XETR;Y;Continuous;FON0;EXCHANGE TRADED FUNDS - PASSIV;GHCAT#;GHCO Europe Investment Services#;;1.5;2200;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BUBON;XDUB;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.16;59000;224.0.163.16;59000;10;500;20000;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;BALFR#WEBAM#JSNAM;BAADER BANK AG#WEBB TRADERS BV#Jane Street Netherlands B.V;N;3000000.00000000;59;N;ESMA_LB6;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2021-12-09;;AUSLANDSKASSENVEREIN;SSQ_ON_ENTRY_ALLOWED;;;4;10;16;22;N;5232432;121000000;1;0;;;;;;2;56
Active;Active;GL X ETF-GXCYBERS DLA;IE00BMH5Y871;432885;7025996;000A2QPB2;BUG;XETR;Y;Continuous;FON0;EXCHANGE TRADED FUNDS - PASSIV;GHCAT#VFIDB#NEDAM#;GHCO Europe Investment Services#VIRTU FINANCIAL IRELAND LIMITED#FLOW TRADERS B.V.#;;1.5;4400;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BUBON;XDUB;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.16;59000;224.0.163.16;59000;10;500;20000;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;BALFR#WEBAM#JSNAM;BAADER BANK AG#WEBB TRADERS BV#Jane Street Netherlands B.V;N;3000000.00000000;59;N;ESMA_LB6;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2021-11-18;;AUSLANDSKASSENVEREIN;SSQ_ON_ENTRY_ALLOWED;;;4;10;16;22;N;10883252;121000000;1;0;;;;;;2;56
Active;Active;GL X ETF-GXCLDCOM DLA;IE00BMH5YF48;430716;7007369;000A2QPBV;CL0U;XETR;Y;Continuous;FON0;EXCHANGE TRADED FUNDS - PASSIV;GHCAT#VFIDB#NEDAM#;GHCO Europe Investment Services#VIRTU FINANCIAL IRELAND LIMITED#FLOW TRADERS B.V.#;;1.5;5300;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BUBON;XDUB;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.16;59000;224.0.163.16;59000;10;500;20000;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;JSNAM#WEBAM;Jane Street Netherlands B.V#WEBB TRADERS BV;N;3000000.00000000;59;N;ESMA_LB6;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2021-11-11;;AUSLANDSKASSENVEREIN;SSQ_ON_ENTRY_ALLOWED;;;4;10;16;22;N;12908043;121000000;1;0;;;;;;2;56
Active;Active;GL X ETF-GXCLNTCH DLA;IE00BMH5YL08;432882;7025993;000A2QPB4;CT3C;XETR;Y;Continuous;FON0;EXCHANGE TRADED FUNDS - PASSIV;GHCAT#VFIDB#;GHCO Europe Investment Services#VIRTU FINANCIAL IRELAND LIMITED#;;1.5;5600;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BUBON;XDUB;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.16;59000;224.0.163.16;59000;10;500;20000;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;BALFR#WEBAM#JSNAM;BAADER BANK AG#WEBB TRADERS BV#Jane Street Netherlands B.V;N;3000000.00000000;59;N;ESMA_LB6;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2021-11-18;;AUSLANDSKASSENVEREIN;SSQ_ON_ENTRY_ALLOWED;;;4;10;16;22;N;13512004;121000000;1;1;XEMA;;;;;2;56
Active;Active;GL X ETF-GXAUTELV DLA;IE00BMH5YR69;432884;7025995;000A2QPBY;DR7E;XETR;Y;Continuous;FON0;EXCHANGE TRADED FUNDS - PASSIV;GHCAT#VFIDB#;GHCO Europe Investment Services#VIRTU FINANCIAL IRELAND LIMITED#;;1.5;3000;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BUBON;XDUB;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.16;59000;224.0.163.16;59000;10;500;20000;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;WEBAM#JSNAM;WEBB TRADERS BV#Jane Street Netherlands B.V;Y;3000000.00000000;59;N;ESMA_LB6;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2021-11-18;;AUSLANDSKASSENVEREIN;SSQ_ON_ENTRY_ALLOWED;;;4;10;16;22;N;7135275;121000000;1;0;;;;;;2;56
Active;Active;UBS-S+PDIARESGELUE DLD;IE00BMP3HG27;53357;2505450;000A11471;UBUM;XETR;Y;Continuous;FON0;EXCHANGE TRADED FUNDS - PASSIV;SOGFR#NEDAM#;SOCIETE GENERALE S.A. FRANKFURT#FLOW TRADERS B.V.#;;2;4700;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;20000;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;JSNAM#DRWAM#BALFR#WEBAM;Jane Street Netherlands B.V#DRW Europe B.V.#BAADER BANK AG#WEBB TRADERS BV;N;3000000.00000000;59;N;ESMA_LB6;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2014-09-22;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;;;3;9;15;21;N;11289419;121000000;1;0;;;;;;2;55
Active;Active;JH-HMT G.IC C.CSC ETF EOA;IE00BMQ5Y557;287544;5578449;000A2P58Y;TCRS;XETR;Y;Continuous;FONA;EXCHANGE TRADED FUNDS - RENTEN;BNAPA#;BNP PARIBAS ARBITRAGE SNC#;;3;500;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0001;2;0.0001;5;0.0002;10;0.0005;20;0.001;50;0.002;100;0.005;200;0.01;500;0.02;1000;0.05;2000;0.1;5000;0.2;10000;0.5;20000;1;50000;2;9999999999.9999;;;4;Shares;046;DEL;BUBON;XDUB;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;20000;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;;;Y;3000000.00000000;57;N;XETRA_LB8;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2020-09-09;;AUSLANDSKASSENVEREIN;SSQ_ON_ENTRY_ALLOWED;;;2;8;14;20;N;828960;94000000;1;0;;;;;;2;54
Active;Active;WITR MU.AS.I. ETP 2062;IE00BMTM6D55;1109210;13295858;000A3GM4K;NGXA;XETR;Y;Continuous;ETC1;EXCHANGE TRADED COMMODITIES;OPXAM#NEDAM#;OPTIVER V.O.F.#FLOW TRADERS B.V.#;;3;900;ETC;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0001;2;0.0002;5;0.0005;10;0.001;20;0.002;50;0.005;100;0.01;200;0.02;500;0.05;1000;0.1;2000;0.2;5000;0.5;10000;1;20000;2;50000;5;9999999999.9999;;;4;Shares;046;DEZ;BUBON;BGEM;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.16;59000;224.0.163.16;59000;10;500;20000;224.0.160.163;59001;224.0.162.163;59001;224.0.160.162;59000;224.0.162.162;59000;;;N;1000000.00000000;60;N;XETRA_LB7;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2025-04-23;;AUSLANDSKASSENVEREIN;SSQ_ON_ENTRY_ALLOWED;;;28;27;25;26;N;4150119;209000000;1;0;;;;;;2;59
Active;Active;ISHSVI-ISH.SP500S.U.E.DLA;IE00BMTX1Y45;292040;5651494;000A2QAJB;I500;XETR;Y;Continuous;FON0;EXCHANGE TRADED FUNDS - PASSIV;BNAPA#SOGFR#OPXAM#BALFR#NEDAM#;BNP PARIBAS ARBITRAGE SNC#SOCIETE GENERALE S.A. FRANKFURT#OPTIVER V.O.F.#BAADER BANK AG#FLOW TRADERS B.V.#;;3;4800;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0001;2;0.0001;5;0.0002;10;0.0005;20;0.001;50;0.002;100;0.005;200;0.01;500;0.02;1000;0.05;2000;0.1;5000;0.2;10000;0.5;20000;1;50000;2;9999999999.9999;;;4;Shares;046;DEL;BUBON;XSWX;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.16;59000;224.0.163.16;59000;10;500;20000;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;JSNAM#WEBAM#MSTDU;Jane Street Netherlands B.V#WEBB TRADERS BV#FINOVESTA GMBH;Y;3000000.00000000;59;N;XETRA_LB8;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2020-09-29;;AUSLANDSKASSENVEREIN;SSQ_ON_ENTRY_ALLOWED;;;3;9;15;21;N;8977175;94000000;1;0;;;;;;2;55
Active;Active;VAN.-L.20EQ ETF EOA;IE00BMVB5K07;314660;5894932;000A2P7TN;V20A;XETR;Y;Continuous;FON2;EXCHANGE TRADED FUNDS - AKTIV;RCMFR#SOGFR#;RBC Capital Markets (Europe) GmbH#SOCIETE GENERALE S.A. FRANKFURT#;;3;2000;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BUBON;XDUB;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.16;59000;224.0.163.16;59000;10;500;20000;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;BALFR#WEBAM#MSTDU;BAADER BANK AG#WEBB TRADERS BV#FINOVESTA GMBH;N;3000000.00000000;57;N;ESMA_LB6;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2020-12-10;;AUSLANDSKASSENVEREIN;SSQ_ON_ENTRY_ALLOWED;;;2;8;14;20;N;4670912;121000000;1;0;;;;;;2;54
Active;Active;VAN.-L.20EQ ETF EOD;IE00BMVB5L14;314661;5894933;000A2P7TG;V20D;XETR;Y;Continuous;FON2;EXCHANGE TRADED FUNDS - AKTIV;RCMFR#SOGFR#;RBC Capital Markets (Europe) GmbH#SOCIETE GENERALE S.A. FRANKFURT#;;3;2300;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BUBON;XDUB;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.16;59000;224.0.163.16;59000;10;500;20000;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;WEBAM#MSTDU;WEBB TRADERS BV#FINOVESTA GMBH;N;3000000.00000000;57;N;ESMA_LB6;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2020-12-10;;AUSLANDSKASSENVEREIN;SSQ_ON_ENTRY_ALLOWED;;;2;8;14;20;N;5337450;121000000;1;0;;;;;;2;54
Active;Active;VAN.-L.40EQ ETF EOA;IE00BMVB5M21;314662;5894934;000A2P7TJ;V40A;XETR;Y;Continuous;FON2;EXCHANGE TRADED FUNDS - AKTIV;RCMFR#SOGFR#;RBC Capital Markets (Europe) GmbH#SOCIETE GENERALE S.A. FRANKFURT#;;3;1700;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BUBON;XDUB;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.16;59000;224.0.163.16;59000;10;500;20000;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;BALFR#WEBAM#MSTDU#JSNAM;BAADER BANK AG#WEBB TRADERS BV#FINOVESTA GMBH#Jane Street Netherlands B.V;Y;3000000.00000000;57;N;ESMA_LB6;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2020-12-10;;AUSLANDSKASSENVEREIN;SSQ_ON_ENTRY_ALLOWED;;;2;8;14;20;N;3953602;121000000;1;0;;;;;;2;54
Active;Active;VAN.-L.40EQ ETF EOD;IE00BMVB5N38;314663;5894935;000A2P7TL;V40D;XETR;Y;Continuous;FON2;EXCHANGE TRADED FUNDS - AKTIV;RCMFR#SOGFR#;RBC Capital Markets (Europe) GmbH#SOCIETE GENERALE S.A. FRANKFURT#;;3;1900;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BUBON;XDUB;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.16;59000;224.0.163.16;59000;10;500;20000;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;WEBAM#MSTDU;WEBB TRADERS BV#FINOVESTA GMBH;N;3000000.00000000;57;N;ESMA_LB6;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2020-12-10;;AUSLANDSKASSENVEREIN;SSQ_ON_ENTRY_ALLOWED;;;2;8;14;20;N;4483141;121000000;1;0;;;;;;2;54
Active;Active;VAN.-L.60EQ ETF EOA;IE00BMVB5P51;314664;5894936;000A2P7TK;V60A;XETR;Y;Continuous;FON2;EXCHANGE TRADED FUNDS - AKTIV;RCMFR#SOGFR#;RBC Capital Markets (Europe) GmbH#SOCIETE GENERALE S.A. FRANKFURT#;;3;1400;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BUBON;XDUB;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.16;59000;224.0.163.16;59000;10;500;20000;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;BALFR#WEBAM#MSTDU#JSNAM;BAADER BANK AG#WEBB TRADERS BV#FINOVESTA GMBH#Jane Street Netherlands B.V;Y;3000000.00000000;57;N;ESMA_LB6;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2020-12-10;;AUSLANDSKASSENVEREIN;SSQ_ON_ENTRY_ALLOWED;;;2;8;14;20;N;3362045;121000000;1;0;;;;;;2;54
Active;Active;VAN.-L.60EQ ETF EOD;IE00BMVB5Q68;314665;5894937;000A2P7TM;V60D;XETR;Y;Continuous;FON2;EXCHANGE TRADED FUNDS - AKTIV;RCMFR#SOGFR#;RBC Capital Markets (Europe) GmbH#SOCIETE GENERALE S.A. FRANKFURT#;;3;1600;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BUBON;XDUB;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.16;59000;224.0.163.16;59000;10;500;20000;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;BALFR#WEBAM#MSTDU;BAADER BANK AG#WEBB TRADERS BV#FINOVESTA GMBH;N;3000000.00000000;57;N;ESMA_LB6;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2020-12-10;;AUSLANDSKASSENVEREIN;SSQ_ON_ENTRY_ALLOWED;;;2;8;14;20;N;3774173;121000000;1;0;;;;;;2;54
Active;Active;VAN.-L.80EQ.UCITS ETF EOA;IE00BMVB5R75;314666;5894938;000A2P7TF;V80A;XETR;Y;Continuous;FON2;EXCHANGE TRADED FUNDS - AKTIV;RCMFR#SOGFR#SSWMM#;RBC Capital Markets (Europe) GmbH#SOCIETE GENERALE S.A. FRANKFURT#SSW-Trading GmbH#;;3;1200;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BUBON;XDUB;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.16;59000;224.0.163.16;59000;10;500;20000;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;BALFR#WEBAM#MSTDU#JSNAM;BAADER BANK AG#WEBB TRADERS BV#FINOVESTA GMBH#Jane Street Netherlands B.V;Y;3000000.00000000;57;N;ESMA_LB6;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2020-12-10;;AUSLANDSKASSENVEREIN;SSQ_ON_ENTRY_ALLOWED;;;2;8;14;20;N;2868998;121000000;1;1;XEMA;;;;;2;54
Active;Active;VAN.-L.80EQ.UCITS ETF EOD;IE00BMVB5S82;314667;5894939;000A2P7TH;V80D;XETR;Y;Continuous;FON2;EXCHANGE TRADED FUNDS - AKTIV;RCMFR#SOGFR#;RBC Capital Markets (Europe) GmbH#SOCIETE GENERALE S.A. FRANKFURT#;;3;1400;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BUBON;XDUB;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.16;59000;224.0.163.16;59000;10;500;20000;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;BALFR#WEBAM#MSTDU;BAADER BANK AG#WEBB TRADERS BV#FINOVESTA GMBH;N;3000000.00000000;57;N;ESMA_LB6;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2020-12-10;;AUSLANDSKASSENVEREIN;SSQ_ON_ENTRY_ALLOWED;;;2;8;14;20;N;3185048;121000000;1;0;;;;;;2;54
Active;Active;L+G-L+G R.GBL ROB.AUTOM.;IE00BMW3QX54;230999;5140990;000A12DB1;IROB;XETR;Y;Continuous;FON0;EXCHANGE TRADED FUNDS - PASSIV;NEDAM#;FLOW TRADERS B.V.#;;3;1700;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BUBON;XAMS;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;20000;224.0.160.143;59001;224.0.162.143;59001;224.0.160.142;59000;224.0.162.142;59000;JSNAM#DRWAM#BALFR#WEBAM#MSTDU;Jane Street Netherlands B.V#DRW Europe B.V.#BAADER BANK AG#WEBB TRADERS BV#FINOVESTA GMBH;Y;3000000.00000000;58;N;ESMA_LB6;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2020-04-20;;AUSLANDSKASSENVEREIN;SSQ_ON_ENTRY_ALLOWED;;;4;10;16;22;N;4143126;121000000;1;0;;;;;;2;56
