Market:;XETR
Date Last Update:;15.05.2026
Product Status;Instrument Status;Instrument;ISIN;Product ID;Instrument ID;WKN;Mnemonic;MIC Code;CCP eligible Code;Trading Model Type;Product Assignment Group;Product Assignment Group Description;Designated Sponsor Member ID;Designated Sponsor;Price Range Value;Price Range Percentage;Minimum Quote Size;Instrument Type;Tick Size 1;Upper Price Limit Max;Tick Size 2;Upper Price Limit 2;Tick Size 3;Upper Price Limit 3;Tick Size 4;Upper Price Limit 4;Tick Size 5;Upper Price Limit 5;Tick Size 6;Upper Price Limit 6;Tick Size 7;Upper Price Limit 7;Tick Size 8;Upper Price Limit 8;Tick Size 9;Upper Price Limit 9;Tick Size 10;Upper Price Limit 10;Tick Size 11;Upper Price Limit 11;Tick Size 12;Upper Price Limit 12;Tick Size 13;Upper Price Limit 13;Tick Size 14;Upper Price Limit 14;Tick Size 15;Upper Price Limit 15;Tick Size 16;Upper Price Limit 16;Tick Size 17;Upper Price Limit 17;Tick Size 18;Upper Price Limit 18;Tick Size 19;Upper Price Limit 19;Tick Size 20;Upper Price Limit 20;Number of Decimal Digits;Unit of Quotation;Market Segment;Market Segment Supplement;Clearing Location;Primary Market MIC Code;Reporting Market;Settlement Period;Settlement Currency;Closed Book Indicator;Market Imbalance Indicator;CUM/EX Indicator;Minimum Iceberg Total Volume;Minimum Iceberg Display Volume;EMDI Incremental A - Unnetted;EMDI Incremental A - Unnetted Port;EMDI Incremental B - Unnetted;EMDI Incremental B - Unnetted Port;EMDI Snapshot A - Unnetted;EMDI Snapshot A - Unnetted Port;EMDI Snapshot B - Unnetted;EMDI Snapshot B - Unnetted Port;EMDI Market Depth - Unnetted;EMDI Snapshot Recovery Time Interval - Unnetted;MDI Address A - Netted;MDI Port A - Netted;MDI Address B - Netted;MDI Port B - Netted;MDI Market Depth - Netted;MDI Market Depth Time Interval - Netted;MDI Recovery Time Interval - Netted;EOBI Incremental A;EOBI Incremental Port A;EOBI Incremental B;EOBI Incremental Port B;EOBI Snapshot A;EOBI Snapshot Port A;EOBI Snapshot B;EOBI Snapshot Port B;Market Maker Member ID;Market Maker;Regulatory Liquid Instrument;Pre-trade LIS Value;Partition ID;Multi CCP-eligible;Tick Size Band;Security Sub Type;Issue Date;Underlying;Maturity Date;Flat Indicator;Coupon Rate;Previous Coupon Payment Date;Next Coupon Payment Date;Pool Factor;Indexation Coefficient;Accrued Interest Calculation Method;Country Of Issue;Minimum Tradable Unit;In-Subscription;Strike Price;Minimum Order Quantity;Off-Book Reporting Market;Instrument Auction Type;Specialist Member ID;Specialist;Liquidity Provider User Group;Specialist User Group;Quoting Period Start;Quoting Period End;Currency;Warrant Type;First Trading Date;Last Trading Date;Deposit Type;Single Sided Quote Support;Liquidity Class;Cover Indicator;VolatilityCorridorOpeningAuction;VolatilityCorridorIntradayAuction;VolatilityCorridorClosingAuction;VolatilityCorridorContinuous;DisableOnBookTrading;Maximum Order Quantity;Maximum Order Value;Security Classification Value;MidpointTrading;Midpoint Execution VenueID;FixedAbsVolaInterruptionLimit;FloatAbsVolaInterruptionLimit;FixedPctVolaInterruptionLimit;FloatPctVolaInterruptionLimit;Cross Match Instruction Default;VolatilityCorridorRetailAuction
Active;Active;DK MSCI USA;DE000ETFL268;52609;2504702;000ETFL26;EL4Z;XETR;Y;Continuous;FON1;EXCHANGE TRADED FUNDS - PASSIV;BNAPA#OPXAM#NEDAM#;BNP PARIBAS ARBITRAGE SNC#OPTIVER V.O.F.#FLOW TRADERS B.V.#;;2;1700;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0001;2;0.0001;5;0.0002;10;0.0005;20;0.001;50;0.002;100;0.005;200;0.01;500;0.02;1000;0.05;2000;0.1;5000;0.2;10000;0.5;20000;1;50000;2;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;20000;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;JSNAM#DRWAM#BALFR#WEBAM#MSTDU;Jane Street Netherlands B.V#DRW Europe B.V.#BAADER BANK AG#WEBB TRADERS BV#FINOVESTA GMBH;Y;3000000.00000000;59;N;XETRA_LB8;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2009-06-16;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;;;3;9;15;21;N;1591979;94000000;1;0;;;;;;2;55
Active;Active;DK MSCI USA MC;DE000ETFL276;52610;2504703;000ETFL27;EL41;XETR;Y;Continuous;FON1;EXCHANGE TRADED FUNDS - PASSIV;BNAPA#NEDAM#;BNP PARIBAS ARBITRAGE SNC#FLOW TRADERS B.V.#;;2;3300;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;20000;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;DRWAM#BALFR#WEBAM#JSNAM;DRW Europe B.V.#BAADER BANK AG#WEBB TRADERS BV#Jane Street Netherlands B.V;N;3000000.00000000;57;N;ESMA_LB6;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2009-06-16;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;;;3;9;15;21;N;3944580;121000000;1;0;;;;;;2;55
Active;Active;DK MSCI EUROPE;DE000ETFL284;52611;2504704;000ETFL28;EL42;XETR;Y;Continuous;FON1;EXCHANGE TRADED FUNDS - PASSIV;BNAPA#OPXAM#NEDAM#;BNP PARIBAS ARBITRAGE SNC#OPTIVER V.O.F.#FLOW TRADERS B.V.#;;2;4800;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;20000;224.0.160.147;59001;224.0.162.147;59001;224.0.160.146;59000;224.0.162.146;59000;JSNAM#DRWAM#BALFR#WEBAM#MSTDU;Jane Street Netherlands B.V#DRW Europe B.V.#BAADER BANK AG#WEBB TRADERS BV#FINOVESTA GMBH;Y;3000000.00000000;60;N;ESMA_LB6;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2009-06-16;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;;;3;9;15;21;N;5775656;121000000;1;0;;;;;;2;55
Active;Active;DK MSCI EUROPE MC;DE000ETFL292;52612;2504705;000ETFL29;EL43;XETR;Y;Continuous;FON1;EXCHANGE TRADED FUNDS - PASSIV;BNAPA#;BNP PARIBAS ARBITRAGE SNC#;;2;6200;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;20000;224.0.160.147;59001;224.0.162.147;59001;224.0.160.146;59000;224.0.162.146;59000;WEBAM#JSNAM;WEBB TRADERS BV#Jane Street Netherlands B.V;N;3000000.00000000;60;N;ESMA_LB6;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2009-06-16;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;;;3;9;15;21;N;7390666;121000000;1;0;;;;;;2;55
Active;Active;DK MSCI JAPAN;DE000ETFL300;52613;2504706;000ETFL30;EL44;XETR;Y;Continuous;FON1;EXCHANGE TRADED FUNDS - PASSIV;BNAPA#OPXAM#NEDAM#;BNP PARIBAS ARBITRAGE SNC#OPTIVER V.O.F.#FLOW TRADERS B.V.#;;2;4000;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0001;2;0.0001;5;0.0002;10;0.0005;20;0.001;50;0.002;100;0.005;200;0.01;500;0.02;1000;0.05;2000;0.1;5000;0.2;10000;0.5;20000;1;50000;2;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;20000;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;JSNAM#BALFR#WEBAM;Jane Street Netherlands B.V#BAADER BANK AG#WEBB TRADERS BV;N;3000000.00000000;57;N;XETRA_LB8;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2009-06-16;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;;;3;9;15;21;N;7408283;94000000;1;0;;;;;;2;55
Active;Active;DEKA MSCI J.CL.CH.ESG CTB;DE000ETFL318;52614;2504707;000ETFL31;EL45;XETR;Y;Continuous;FON1;EXCHANGE TRADED FUNDS - PASSIV;BNAPA#NEDAM#;BNP PARIBAS ARBITRAGE SNC#FLOW TRADERS B.V.#;;2;4500;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;20000;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;JSNAM#BALFR#WEBAM;Jane Street Netherlands B.V#BAADER BANK AG#WEBB TRADERS BV;N;3000000.00000000;57;N;ESMA_LB6;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2009-06-16;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;;;3;9;15;21;N;10881294;121000000;1;0;;;;;;2;55
Active;Active;DK MSCI CHIN.EX A SH.U.E.;DE000ETFL326;52615;2504708;000ETFL32;EL46;XETR;Y;Continuous;FON0;EXCHANGE TRADED FUNDS - PASSIV;BNAPA#;BNP PARIBAS ARBITRAGE SNC#;;4;6000;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;20000;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;BALFR#WEBAM#JSNAM;BAADER BANK AG#WEBB TRADERS BV#Jane Street Netherlands B.V;N;3000000.00000000;57;N;ESMA_LB6;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2010-07-20;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;;;4;10;16;22;N;14178579;121000000;1;0;;;;;;2;56
Active;Active;DEKA MSCI EM ESG F.SEL.UE;DE000ETFL342;52616;2504709;000ETFL34;EL40;XETR;Y;Continuous;FON0;EXCHANGE TRADED FUNDS - PASSIV;BNAPA#;BNP PARIBAS ARBITRAGE SNC#;;4;1500;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0001;2;0.0001;5;0.0002;10;0.0005;20;0.001;50;0.002;100;0.005;200;0.01;500;0.02;1000;0.05;2000;0.1;5000;0.2;10000;0.5;20000;1;50000;2;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;20000;224.0.160.147;59001;224.0.162.147;59001;224.0.160.146;59000;224.0.162.146;59000;BALFR#WEBAM#MSTDU#JSNAM;BAADER BANK AG#WEBB TRADERS BV#FINOVESTA GMBH#Jane Street Netherlands B.V;Y;3000000.00000000;60;N;XETRA_LB8;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2010-07-20;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;;;4;10;16;22;N;1381783;94000000;1;0;;;;;;2;56
Active;Active;DK IBOXX EO L.GE.COV.DIV.;DE000ETFL359;52617;2504710;000ETFL35;EL48;XETR;Y;Continuous;FONA;EXCHANGE TRADED FUNDS - RENTEN;SOGFR#NEDAM#;SOCIETE GENERALE S.A. FRANKFURT#FLOW TRADERS B.V.#;;1;1100;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0001;2;0.0001;5;0.0002;10;0.0005;20;0.001;50;0.002;100;0.005;200;0.01;500;0.02;1000;0.05;2000;0.1;5000;0.2;10000;0.5;20000;1;50000;2;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;20000;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;BALFR#WEBAM;BAADER BANK AG#WEBB TRADERS BV;N;3000000.00000000;57;N;XETRA_LB8;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2010-01-12;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;;;2;8;14;20;N;945864;94000000;1;0;;;;;;2;54
Active;Active;DK IBOXX EO LIQ.CORP.DIV.;DE000ETFL375;52618;2504711;000ETFL37;EL49;XETR;Y;Continuous;FONA;EXCHANGE TRADED FUNDS - RENTEN;SOGFR#NEDAM#;SOCIETE GENERALE S.A. FRANKFURT#FLOW TRADERS B.V.#;;3;1100;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0001;2;0.0001;5;0.0002;10;0.0005;20;0.001;50;0.002;100;0.005;200;0.01;500;0.02;1000;0.05;2000;0.1;5000;0.2;10000;0.5;20000;1;50000;2;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;20000;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;BALFR#WEBAM#JSNAM;BAADER BANK AG#WEBB TRADERS BV#Jane Street Netherlands B.V;Y;3000000.00000000;57;N;XETRA_LB8;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2010-03-03;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;;;2;8;14;20;N;942658;94000000;1;0;;;;;;2;54
Active;Active;DK IBOXX EO L.NON-FI.DIV.;DE000ETFL383;52619;2504712;000ETFL38;EFQ8;XETR;Y;Continuous;FONA;EXCHANGE TRADED FUNDS - RENTEN;SOGFR#NEDAM#;SOCIETE GENERALE S.A. FRANKFURT#FLOW TRADERS B.V.#;;3;1100;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0001;2;0.0001;5;0.0002;10;0.0005;20;0.001;50;0.002;100;0.005;200;0.01;500;0.02;1000;0.05;2000;0.1;5000;0.2;10000;0.5;20000;1;50000;2;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;20000;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;JSNAM#BALFR#WEBAM;Jane Street Netherlands B.V#BAADER BANK AG#WEBB TRADERS BV;Y;3000000.00000000;57;N;XETRA_LB8;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2011-03-22;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;;;2;8;14;20;N;968094;94000000;1;1;XEMA;;;;;2;54
Active;Active;DEKA MDAX;DE000ETFL441;52621;2504714;000ETFL44;ELF1;XETR;Y;Continuous;FON0;EXCHANGE TRADED FUNDS - PASSIV;BNAPA#OPXAM#NEDAM#;BNP PARIBAS ARBITRAGE SNC#OPTIVER V.O.F.#FLOW TRADERS B.V.#;;1;400;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;20000;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;JSNAM#DRWAM#BALFR#WEBAM;Jane Street Netherlands B.V#DRW Europe B.V.#BAADER BANK AG#WEBB TRADERS BV;Y;3000000.00000000;59;N;ESMA_LB6;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2014-05-13;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;;;3;9;15;21;N;412265;121000000;1;0;;;;;;2;55
Active;Active;DEKA EURO PRIME ESG UETF;DE000ETFL474;52623;2504716;000ETFL47;ELFB;XETR;Y;Continuous;FON0;EXCHANGE TRADED FUNDS - PASSIV;BNAPA#NEDAM#;BNP PARIBAS ARBITRAGE SNC#FLOW TRADERS B.V.#;;1;1700;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;20000;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;JSNAM#BALFR#WEBAM;Jane Street Netherlands B.V#BAADER BANK AG#WEBB TRADERS BV;Y;3000000.00000000;59;N;ESMA_LB6;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2015-08-18;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;;;3;9;15;21;N;3875720;121000000;1;0;;;;;;2;55
Active;Active;DEKA EUROZ.R.P.1-10 U.ETF;DE000ETFL490;52624;2504717;000ETFL49;ELFD;XETR;Y;Continuous;FONA;EXCHANGE TRADED FUNDS - RENTEN;SOGFR#NEDAM#;SOCIETE GENERALE S.A. FRANKFURT#FLOW TRADERS B.V.#;;1;1300;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0001;2;0.0001;5;0.0002;10;0.0005;20;0.001;50;0.002;100;0.005;200;0.01;500;0.02;1000;0.05;2000;0.1;5000;0.2;10000;0.5;20000;1;50000;2;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;20000;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;WEBAM;WEBB TRADERS BV;N;3000000.00000000;57;N;XETRA_LB8;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2015-11-16;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;;;2;8;14;20;N;1133814;94000000;1;0;;;;;;2;54
Active;Active;DEKA MSCI WORLD UCITS ETF;DE000ETFL508;76879;3449347;000ETFL50;ELFW;XETR;Y;Continuous;FON1;EXCHANGE TRADED FUNDS - PASSIV;BNAPA#SOGFR#OPXAM#NEDAM#;BNP PARIBAS ARBITRAGE SNC#SOCIETE GENERALE S.A. FRANKFURT#OPTIVER V.O.F.#FLOW TRADERS B.V.#;;1;2500;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0001;2;0.0001;5;0.0002;10;0.0005;20;0.001;50;0.002;100;0.005;200;0.01;500;0.02;1000;0.05;2000;0.1;5000;0.2;10000;0.5;20000;1;50000;2;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;20000;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;JSNAM#DRWAM#BALFR#WEBAM;Jane Street Netherlands B.V#DRW Europe B.V.#BAADER BANK AG#WEBB TRADERS BV;Y;3000000.00000000;57;N;XETRA_LB8;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2018-09-25;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;;;3;9;15;21;N;2272892;94000000;1;1;XEMA;;;;;2;55
Active;Active;DEKA US TREAS.7-10 UC.ETF;DE000ETFL524;165438;4367066;000ETFL52;ELFE;XETR;Y;Continuous;FONA;EXCHANGE TRADED FUNDS - RENTEN;SOGFR#NEDAM#;SOCIETE GENERALE S.A. FRANKFURT#FLOW TRADERS B.V.#;;2;100;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0001;2;0.0001;5;0.0002;10;0.0005;20;0.001;50;0.002;100;0.005;200;0.01;500;0.02;1000;0.05;2000;0.1;5000;0.2;10000;0.5;20000;1;50000;2;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XETR;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;20000;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;JSNAM#BALFR#WEBAM;Jane Street Netherlands B.V#BAADER BANK AG#WEBB TRADERS BV;N;3000000.00000000;57;N;XETRA_LB8;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2019-09-03;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;;;2;8;14;20;N;122638;94000000;1;1;XEMA;;;;;2;54
Active;Active;DEKA EO CORP.0-3 LIQ.U.E.;DE000ETFL532;165439;4367067;000ETFL53;ELFF;XETR;Y;Continuous;FONA;EXCHANGE TRADED FUNDS - RENTEN;SOGFR#;SOCIETE GENERALE S.A. FRANKFURT#;;3;100;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0001;2;0.0001;5;0.0002;10;0.0005;20;0.001;50;0.002;100;0.005;200;0.01;500;0.02;1000;0.05;2000;0.1;5000;0.2;10000;0.5;20000;1;50000;2;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XETR;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;20000;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;WEBAM;WEBB TRADERS BV;N;3000000.00000000;57;N;XETRA_LB8;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2019-09-03;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;;;2;8;14;20;N;98454;94000000;1;0;;;;;;2;54
Active;Active;DEKA MSCI G.CL.CH.ESG CTB;DE000ETFL540;258052;5421184;000ETFL54;D6RT;XETR;Y;Continuous;FON0;EXCHANGE TRADED FUNDS - PASSIV;BNAPA#NEDAM#;BNP PARIBAS ARBITRAGE SNC#FLOW TRADERS B.V.#;;1;6300;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;20000;224.0.160.143;59001;224.0.162.143;59001;224.0.160.142;59000;224.0.162.142;59000;BALFR#WEBAM#JSNAM;BAADER BANK AG#WEBB TRADERS BV#Jane Street Netherlands B.V;N;3000000.00000000;58;N;ESMA_LB6;;;;;;;;;;;;;;;;1;XETU;;;;;;;;EUR;;2020-07-14;;GIROSAMMELVERWAHRUNG;SSQ_ON_ENTRY_ALLOWED;;;3;9;15;21;N;7458086;121000000;1;0;;;;;;2;55
