ticker,rsi
M3V.F,17.54429403047932
NC5A.F,22.745377069059344
ICP.F,28.12474312620006
PTHH.F,15.586884364128736
SCE.F,29.85203042260838
RCVR.F,12.96779380029372
ELB.F,25.768688841266183
1COV.F,27.206817078562622
E4C.F,21.53262535709959
ELB.F,25.768688841266183
FAA.F,28.87112818285179
VH2.F,27.927796324850902
690D.F,22.919178769098252
HEN3.F,27.474213688558606
HTG.F,25.966725178089433
KGX.F,29.167590521996644
MBB.F,29.489759267637723
YOC.F,26.015683466357245
